index	trigger	syllables	flag	preview
141	ordinal-open	8		གཉིས་པ་དེ་ལུང་གིས་སྒྲུབ་པ་ནི།
142	verse-stanza	25		འདི་ནི་འཐད་པ་དང་བཅས་པར།།↵ལག་བཟང་གིས་ནི་ཞུས་པ་ལས།།↵དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར།།
143	terminal-particle	49		ཞེས་གསུངས་ཏེ། དཀོན་མཆོག་བརྩེགས་པའི་འདུས་པ་ཉེར་དྲུག་པ་ལག་བཟང་ངམ་དཔུང་བཟང་གིས་ཞུས་
144	ordinal-open	33		གསུམ་པ་སྨོན་པ་ཕན་ཡོན་དང་ལྡན་པའི་འཐད་པ་གསུམ་བཤད་པ་ནི། དམིགས་པ་རྒྱ་ཆེ་བ་དང༌། དཀོན་
145	ordinal-open	3		དང་པོ་ནི།
146	verse-stanza	25		སེམས་ཅན་རྣམས་ཀྱི་ཀླད་ནད་ཙམ།།↵བསལ་ལོ་སྙམ་དུ་བསམས་ན་ཡང༌།།↵ཕན་འདོགས་བསམ་པ་དང་ལྡན་ཏེ
147	verse-stanza	25		སེམས་ཅན་རེ་རེའི་མི་བདེ་བ།།↵དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང༌།།↵རེ་རེའང་ཡོན་ཏན་དཔག་མེད་ད
148	terminal-particle	29		ཞེས་གསུངས་ཏེ། མཛའ་བོའི་བུ་མོས་མའི་མགོ་ལ་འགོངས་པའི་སེམས་ཅན་སུ་ཡང་འདིར་མ་འོང་ཞིག་ད
149	terminal-particle	46		ཞེས་སྡུག་བསྔལ་ཉི་ཚེ་བ་ཞིག་སེལ་བར་བསམས་པ་ལ་བསོད་ནམས་དཔག་ཏུ་མེད་པ་ཐོབ་ན་སེམས་ཅན་ཐམ
150	ordinal-open	13		གཉིས་པ་དཀོན་པའི་རྟགས་ཀྱིས་ཕན་ཡོན་ཆེ་བར་སྒྲུབ་པ་ནི།
151	verse-stanza	25		ཕ་འམ་ཡང་ན་མ་ཡང་རུང༌།།↵སུ་ལ་འདི་འདྲའི་ཕན་སེམས་ཡོད།།↵ལྷ་དང་དྲང་སྲོང་རྣམས་ཀྱང་རུང༌།
152	verse-stanza	25		སེམས་ཅན་དེ་དག་ཉིད་ལ་སྔོན།།↵རང་གི་དོན་དུའང་འདི་འདྲའི་སེམས།།↵རྨི་ལམ་དུ་ཡང་མ་རྨིས་ན
153	verse-stanza	25		གཞན་དག་རང་གི་དོན་དུ་ཡང༌།།↵མི་འབྱུང་སེམས་ཅན་དོན་སེམས་གང༌།།↵སེམས་ཀྱི་རིན་ཆེན་ཁྱད་པ
154	quote-close	3		ཞེས་གསུངས་སོ།།
155	ordinal-open	15		གསུམ་པ་ཕན་འདོགས་ཆེ་བའི་རྟགས་ཀྱིས་ཕན་ཡོན་ཆེ་བར་སྒྲུབ་པ་ནི།
156	verse-stanza	25		འགྲོ་བ་ཀུན་གྱི་དགའ་བའི་རྒྱུ།།↵སེམས་ཅན་སྡུག་བསྔལ་རྩིར་གྱུར་པ།།↵རིན་ཆེན་སེམས་ཀྱི་བ
157	terminal-particle	3		ཞེས་གསུངས་པའོ།།
158	ordinal-open	50		བཞི་པ་འཇུག་པ་ཕན་ཡོན་ཆེ་བའི་འཐད་པ་ལྔ་བཤད་པ་ལ་ལྔ། སྦྱོར་བས་ཟིན་པ། བྱེད་པ་མང་བ། ལན་
159	ordinal-open	3		དང་པོ་ནི།
160	verse-stanza	25		ཕན་པར་བསམས་པ་ཙམ་གྱིས་ཀྱང༌།།↵སངས་རྒྱས་མཆོད་ལས་ཁྱད་འཕགས་ན།།↵སེམས་ཅན་མ་ལུས་ཐམས་ཅད་ཀ
161	line-end	28		ཞེས་གསུངས་ཏེ། ཚད་མེད་པ་སྒོམ་པ་ཙམ་ཡང་བསོད་ནམས་ཆེ་ན་སེམས་ཅན་གྱི་དོན་སྦྱོར་བས་སྒྲུབ
162	verse-stanza	25		སངས་རྒྱས་ཞིང་ནི་མི་གང་གིས།།↵རིན་ཆེན་བདུན་གྱིས་བཀང་བྱས་ཏེ།།↵འཇིག་རྟེན་མགོན་ལ་ཕུལ་
163	verse-stanza	19		བྱང་ཆུབ་ཏུ་ནི་སེམས་བསྐྱེད་ན།།↵གང་ལ་མཐའ་ནི་མ་མཆིས་པའི།།↵མཆོད་པ་འདི་ནི་ཁྱད་པར་འཕགས
164	quote-close	2		ཞེས་སོ།།
165	ordinal-open	7		གཉིས་པ་བྱེད་པ་མང་བ་ནི།
166	verse-stanza	25		སྡུག་བསྔལ་འདོར་འདོད་སེམས་ཡོད་ཀྱང༌།།↵སྡུག་བསྔལ་ཉིད་ལ་མངོན་པར་རྒྱུག།↵བདེ་བ་འདོད་ཀྱ
167	verse-stanza	25		གང་ཞིག་བདེ་བས་ཕོངས་པ་དང༌།།↵སྡུག་བསྔལ་མང་ལྡན་དེ་དག་ལ།།↵བདེ་བ་ཀུན་གྱིས་ཚིམ་པ་དང༌།།
168	verse-stanza	25		གཏི་མུག་ཀྱང་ནི་སེལ་བྱེད་པ།།↵དེ་དང་དགེ་མཚུངས་ག་ལ་ཡོད།།↵དེ་འདྲའི་བཤེས་ཀྱང་ག་ལ་ཡོད།
169	terminal-particle	109		ཅེས་གསུངས་ཏེ། ཕན་པ་དང་མི་ཕན་པ་འཐོབ་སྤོང་ལ་སེམས་ཅན་རང་རང་མཁས་མོད་གཞན་གྱིས་བྱར་ཅི་
170	ordinal-open	8		གསུམ་པ་ལན་ལ་མི་ལྟོས་པ་ནི།
171	verse-stanza	25		ཕན་བཏགས་ལན་ལྡོན་གང་ཡིན་པ།།↵དེ་ཡང་རེ་ཞིག་བསྔགས་འོས་ན།།↵མ་བཅོལ་ལེགས་པར་བྱེད་པ་ཡི།།
172	quote-close	3		ཞེས་གསུངས་སོ།།
173	ordinal-open	17		བཞི་པ་སྒྲུབ་པ་རྒྱ་ཆེ་བའི་རྟགས་ཀྱིས་རེ་རེ་ཞིང་ཕན་ཡོན་ཆེ་བ་ནི།
174	verse-stanza	33		འགྲོ་བ་ཉུང་ཟད་ནར་མའི་ཟས་སྦྱོར་དང༌།།↵སྐད་ཅིག་ཟས་ཙམ་སྦྱིན་པར་བྱེད་པ་དང༌།།↵བརྙས་བཅས
175	terminal-particle	76		ཞེས་གསུངས་ཏེ། མི་རྣམས་ཞིང་དམན་པ་འགྲོ་བ་ཉུང་ཟད་ལ་དང༌། དུས་དམན་པ་ལན་གཅིག་གམ་འགའ་ཟུ
176	ordinal-open	15		ལྔ་པ་དེའི་ཕྱིར་བྱང་ཆུབ་སེམས་དཔའ་རྨད་དུ་བྱུང་བར་བསྟན་པ་ནི།
177	verse-stanza	33		སེམས་ཅན་གྲངས་མཐའ་ཡས་ལ་ཡུན་རིང་དུ།།↵བདེ་བར་གཤེགས་ཀྱི་བདེ་བ་བླ་ན་མེད།།↵ཡིད་ལ་བསམས་
178	terminal-particle	40		ཞེས་གསུངས་ཏེ། དེ་དག་ལྔ་ལས་ཟློག་པའི་དགེ་བ་བྱེད་པ་དེ་ནི་བསམ་གྱིས་མི་ཁྱབ་པ་སྟེ། སྲེ
179	terminal-particle	4		ཞེས་སོགས་གསུངས་སོ།།
180	ordinal-open	22		ལྔ་པ་དེས་ན་བྱང་ཆུབ་སེམས་དཔའ་སྡིག་པ་དང་བསོད་ནམས་ཀྱི་ཞིང་ཁྱད་པར་ཅན་དུ་བསྟན་པ་ནི།
181	verse-stanza	33		གང་ཞིག་དེ་འདྲའི་རྒྱལ་སྲས་སྦྱིན་བདག་ལ།།↵གལ་ཏེ་ངན་སེམས་སྐྱེད་པར་བྱེད་ན་དེ།།↵ངན་སེམ
182	verse-stanza	33		འོན་ཏེ་གང་ཞིག་ཡིད་རབ་དང་བྱེད་ན།།↵དེ་ཡི་འབྲས་བུ་དེ་བས་ལྷག་པར་འཕེལ།།↵རྒྱལ་སྲས་རྣམས
183	verse-stanza	33		གང་ལ་སེམས་ཀྱི་དམ་པ་རིན་ཆེན་དེ།།↵སྐྱེས་པ་དེ་ཡི་སྐུ་ལ་ཕྱག་འཚལ་ཞིང༌།།↵གང་ལ་གནོད་པ་བ
184	terminal-particle	91		ཞེས་གསུངས་ཏེ། དད་པའི་སྟོབས་སྐྱེད་པ་ལ་འཇུག་པ་ཕྱག་རྒྱའི་མདོ་ལས། འཇམ་དཔལ་རིགས་ཀྱི་བ
185	terminal-particle	15		དེ་ཅིའི་ཕྱིར་ཞེ་ན། བྱང་ཆུབ་སེམས་དཔའ་ལས་འཁྲུངས་པ་ནི་སངས་རྒྱས་སོ།།
186	terminal-particle	20		སངས་རྒྱས་ལས་བྱུང་བ་ནི། མཆོད་རྟེན་དང་བདེ་བའི་ཡོ་བྱད་ཐམས་ཅད་དང་ལྷའི་རིས་ཐམས་ཅད་དོ།
187	terminal-particle	26		བྱང་ཆུབ་སེམས་དཔའ་ལ་དམ་པ་མ་ཡིན་པར་བྱས་ན་སངས་རྒྱས་ཐམས་ཅད་ལ་དམ་པ་མ་ཡིན་པར་བྱས་པར་འག
188	terminal-particle	20		བྱང་ཆུབ་སེམས་དཔའ་ལ་དམ་པར་བྱས་ན་སངས་རྒྱས་ཐམས་ཅད་ལ་དམ་པར་བྱས་པར་འགྱུར་རོ།།
189	terminal-particle	48		ཞེས་དང༌། རབ་ཞི་རྣམ་ངེས་ཀྱི་མདོར། འཇམ་དཔལ་བྱང་ཆུབ་སེམས་དཔས་བྱང་ཆུབ་སེམས་དཔའ་ལ་ཁོང
190	quote-close	2		ཞེས་སོ།།
191	terminal-particle	76		གལ་ཏེ་དེ་བཞིན་གཤེགས་པ་ལ་ངན་སེམས་ཀྱི་ཁྲག་ཕྱུང་བས་ཀྱང་དེ་ལྟར་སྨིན་པར་མ་བཤད་ལ། འཇིག
192	terminal-particle	29		ཞེས་བསྟན་པའི་ཕྱིར་དང༌། འདིར་ལས་ཀྱི་རྣམ་སྨིན་ཀྱང་དངོས་པོ་ལ་མ་བསྟན་ཏེ་སངས་རྒྱས་རྣམ
193	terminal-particle	21		དེས་ན་གདུལ་བྱ་འདུལ་བའི་ཕྱིར་སྐབས་ཕྱེ་སྟེ་དྲང་དོན་དུ་བསྟན་གྱི་ངེས་པའི་དོན་མ་ཡིན་ན
194	terminal-particle	42		བྱང་ཆུབ་སེམས་དཔའ་ལ་གནོད་པ་བྱས་པས་ནི་སངས་རྒྱས་ཉིད་རྩ་བ་དང་བཅས་པ་བཅོམ་ཞིང་ཉེ་བར་བཅ
195	terminal-particle	123		འོན་ཀྱང་བྱང་ཆུབ་སེམས་དཔའ་ལ་དད་ན་བསོད་ནམས་དེ་བས་ཀྱང་ཆེས་ལྷག་པར་སྐྱེ་སྟེ། འཇམ་དཔལ་
196	quote-close	2		ཞེས་སོ།།
197	terminal-particle	102		དོ་གལ་ཆེན་པོས་ཞེས་སོགས་ལ། འཆད་ལུགས་གཉིས་ཏེ། འགྲེལ་ཆེན་དང༌། བི་བྷུ་ཏིས་ནི། བྱང་ཆུ
198	terminal-particle	55		ཞེས་འབྲུ་བསྣན་ཞིང༌། ཕྱི་མ་དགེ་བའི་ལྷས་ནི། རྒྱལ་སྲས་རྣམས་ལ་ནི་གཞན་གྱིས་དོ་གལ་ཆེན་
199	terminal-particle	4		ཞེས་འབྲུ་གཉེར་བའོ།།
200	terminal-particle	135		མདོར་ན་བྱང་ཆུབ་ཀྱི་སེམས་ཁོ་ན་ཕན་ཡོན་མཐའ་ཡས་པར་གཟིགས་པས་བྱང་ཆུབ་ཀྱི་སེམས་ལ་ཁོང་དུ
201	line-end	21		བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས། བྱང་ཆུབ་ཀྱི་སེམས་ཀྱི་ཕན་ཡོན་གྱི་ལེའུ་སྟེ་
202	terminal-particle	25		གཉིས་པ་བྱང་ཆུབ་ཀྱི་སེམས་ཇི་ལྟར་བླང་ཚུལ་ལ་གཉིས། ལེའུ་སྔ་ཕྱིའི་མཚམས་སྦྱར་བ་དང༌། སེ
203	ordinal-open	23		དང་པོ་ནི། དཀའ་འགྲེལ་ཆུང་ངུར། དེ་ལྟར་ཕན་ཡོན་བརྗོད་པས་སྤྲོ་བ་ཐོབ་པ་དེ་ལ་བཟུང་བའི་ཆ
204	quote-close	2		ཞེས་སོ།།
205	terminal-particle	47		ལེགས་བཤད་བསྡུས་པར། རས་སྣུམ་དང་དྲི་མས་དག་པ་ལ་ཚོན་འཛིན་པ་ལྟར་བྱང་ཆུབ་ཀྱི་སེམས་ཀྱི་
206	terminal-particle	27		དེ་ཡང་ཐོག་མ་མེད་པ་ནས་སྒྲིབ་པ་གསུམ་སྟེ། བྱ་འོས་མ་བྱས་པ་དང༌། མི་བྱ་བ་བྱས་པ་དང༌། བྱ
